Expert,Location,Action,group.x,MS,Fire,PBFV,Bird.number,Lower,Estimate,Upper,Cost
L,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0,0.1,0.3,108471371.5
L,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0,0.05,0.1,64707721.5
L,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.1,0.2,105910100
L,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
L,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.1,0.2,93657746.5
L,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.05,0.1,61953471.5
L,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0,0.1,0.2,99798400
L,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
M,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0.05,0
M,In the wild,mixed release strategy,current range ,1,1,1,100,0.7,0.7,1,107322746.5
M,In the wild,mixed release strategy,current range ,1,1,1,50,0.5,0.7,1,64653471.5
M,In the wild,focus wild born young,current range ,2,1,1,100,0.5,0.7,1,101596046.5
M,In the wild,focus wild born young,current range ,2,1,1,50,0.4,0.6,1,60199171.5
M,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.6,0.7,1,110541246.5
M,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.4,0.5,1,64926346.5
M,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.4,0.69,1,96964696.5
M,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.4,0.6,1,55539446.5
M,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.4,0.7,1,103519496.5
M,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.4,0.6,1,60304771.5
M,In the wild,fledgling release only,current range ,6,1,1,100,0.4,0.7,1,99993171.5
M,In the wild,fledgling release only,current range ,6,1,1,50,0.5,0.7,1,58459421.5
M,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.5,0.8,1,108471371.5
M,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.5,0.75,1,64707721.5
M,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.6,0.7,1,105910100
M,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0.3,0.5,1,62855825
M,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.5,0.7,1,93657746.5
M,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.4,0.6,1,61953471.5
M,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.5,0.6,1,99798400
M,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.2,0.45,1,58401525
N,In the wild,No action + no captive population,no action,0,0,0,0,0,0.1,0.25,0
N,In the wild,mixed release strategy,current range ,1,1,1,100,0.45,0.8,0.95,107322746.5
N,In the wild,mixed release strategy,current range ,1,1,1,50,0.45,0.75,0.95,64653471.5
N,In the wild,focus wild born young,current range ,2,1,1,100,0.4,0.8,0.95,101596046.5
N,In the wild,focus wild born young,current range ,2,1,1,50,0.4,0.75,0.95,60199171.5
N,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.4,0.85,0.95,110541246.5
N,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.4,0.8,0.95,64926346.5
N,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.4,0.8,0.9,96964696.5
N,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.4,0.7,0.8,55539446.5
N,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.4,0.85,0.95,103519496.5
N,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.3,0.8,0.95,60304771.5
N,In the wild,fledgling release only,current range ,6,1,1,100,0.4,0.8,0.9,99993171.5
N,In the wild,fledgling release only,current range ,6,1,1,50,0.4,0.7,0.9,58459421.5
N,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.85,0.95,108471371.5
N,In the wild,fledgling release + mainland release,current range ,7,1,1,50,NA,NA,NA,64707721.5
N,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.45,0.6,0.85,105910100
N,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0.4,0.55,0.85,62855825
N,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.65,0.9,93657746.5
N,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.55,0.8,61953471.5
N,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.4,0.6,99798400
N,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.3,0.6,0.8,58401525
O,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
O,In the wild,mixed release strategy,current range ,1,1,1,100,0.4,0.75,1,107322746.5
O,In the wild,mixed release strategy,current range ,1,1,1,50,0.1,0.3,0.7,64653471.5
O,In the wild,focus wild born young,current range ,2,1,1,100,0.5,0.6,1,101596046.5
O,In the wild,focus wild born young,current range ,2,1,1,50,0,0.4,0.75,60199171.5
O,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.4,0.5,1,110541246.5
O,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
O,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.7,0.85,1,96964696.5
O,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.1,0.5,0.8,55539446.5
O,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.5,0.75,1,103519496.5
O,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.5,0.7,60304771.5
O,In the wild,fledgling release only,current range ,6,1,1,100,0.5,0.8,1,99993171.5
O,In the wild,fledgling release only,current range ,6,1,1,50,0.2,0.6,0.7,58459421.5
O,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.65,1,108471371.5
O,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.25,0.6,64707721.5
O,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.7,1,105910100
O,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.25,0.65,62855825
O,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.5,1,93657746.5
O,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.6,61953471.5
O,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.45,0.55,1,99798400
O,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0,0.4,0.65,58401525
P,In the wild,No action + no captive population,no action,0,0,0,0,NA,NA,NA,0
P,In the wild,mixed release strategy,current range ,1,1,1,100,0.8,NA,1,107322746.5
P,In the wild,mixed release strategy,current range ,1,1,1,50,0.25,0.7,1,64653471.5
P,In the wild,focus wild born young,current range ,2,1,1,100,0.75,0.8,1,101596046.5
P,In the wild,focus wild born young,current range ,2,1,1,50,0.4,0.5,1,60199171.5
P,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.6,NA,0.7,110541246.5
P,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.5,NA,0.6,64926346.5
P,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.35,0.65,1,96964696.5
P,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.2,0.5,1,55539446.5
P,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.9,0.9,1,103519496.5
P,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.7,0.8,1,60304771.5
P,In the wild,fledgling release only,current range ,6,1,1,100,0.5,0.7,1,99993171.5
P,In the wild,fledgling release only,current range ,6,1,1,50,0.3,0.5,1,58459421.5
P,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.4,0.8,1,108471371.5
P,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.75,1,64707721.5
P,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.4,0.5,1,105910100
P,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0.1,0.35,1,62855825
P,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.6,1,93657746.5
P,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.5,1,61953471.5
P,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.3,1,99798400
P,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.3,1,58401525
Q,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
Q,In the wild,mixed release strategy,current range ,1,1,1,100,0.2,0.3,0.4,107322746.5
Q,In the wild,mixed release strategy,current range ,1,1,1,50,0.2,0.3,0.4,64653471.5
Q,In the wild,focus wild born young,current range ,2,1,1,100,0.2,0.3,0.4,101596046.5
Q,In the wild,focus wild born young,current range ,2,1,1,50,0.2,0.3,0.4,60199171.5
Q,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.4,0.5,110541246.5
Q,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.3,0.4,64926346.5
Q,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.3,0.4,0.5,96964696.5
Q,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.25,0.35,0.45,55539446.5
Q,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.35,0.45,0.55,103519496.5
Q,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.3,0.4,0.5,60304771.5
Q,In the wild,fledgling release only,current range ,6,1,1,100,0.35,0.45,0.55,99993171.5
Q,In the wild,fledgling release only,current range ,6,1,1,50,0.25,0.35,0.45,58459421.5
Q,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.35,0.45,0.55,108471371.5
Q,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.25,0.35,0.45,64707721.5
Q,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.15,0.25,0.35,105910100
Q,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0.15,0.25,0.35,62855825
Q,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.4,0.5,93657746.5
Q,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.3,0.4,61953471.5
Q,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.05,0.15,0.25,99798400
Q,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.05,0.15,0.25,58401525
R,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
R,In the wild,mixed release strategy,current range ,1,1,1,100,0,0.5,0.7,107322746.5
R,In the wild,mixed release strategy,current range ,1,1,1,50,0,0.3,0.5,64653471.5
R,In the wild,focus wild born young,current range ,2,1,1,100,0,0.6,0.7,101596046.5
R,In the wild,focus wild born young,current range ,2,1,1,50,0,0.25,0.5,60199171.5
R,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0,0.64,0.7,110541246.5
R,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
R,In the wild,focus high quality young leaving,current range ,4,1,1,100,0,0.7,0.8,96964696.5
R,In the wild,focus high quality young leaving,current range ,4,1,1,50,0,0.5,0.7,55539446.5
R,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.75,0.8,103519496.5
R,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.3,0.6,60304771.5
R,In the wild,fledgling release only,current range ,6,1,1,100,0,0.6,0.8,99993171.5
R,In the wild,fledgling release only,current range ,6,1,1,50,0,0.4,0.7,58459421.5
R,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0,0.7,0.9,108471371.5
R,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0,0.3,0.6,64707721.5
R,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.3,0.5,105910100
R,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.4,62855825
R,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.46,0.7,93657746.5
R,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.25,0.5,61953471.5
R,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0,0.4,0.6,99798400
R,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0,0.15,0.4,58401525
S,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
S,In the wild,mixed release strategy,current range ,1,1,1,100,0,0.14,0.53,107322746.5
S,In the wild,mixed release strategy,current range ,1,1,1,50,0,0.13,0.51,64653471.5
S,In the wild,focus wild born young,current range ,2,1,1,100,0,0.15,0.5,101596046.5
S,In the wild,focus wild born young,current range ,2,1,1,50,0,0.15,0.5,60199171.5
S,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0,0.16,0.6,110541246.5
S,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0,0.16,0.53,64926346.5
S,In the wild,focus high quality young leaving,current range ,4,1,1,100,0,0.16,0.4,96964696.5
S,In the wild,focus high quality young leaving,current range ,4,1,1,50,0,0.16,0.4,55539446.5
S,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.2,0.45,103519496.5
S,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.2,0.45,60304771.5
S,In the wild,fledgling release only,current range ,6,1,1,100,0,0.1,0.3,99993171.5
S,In the wild,fledgling release only,current range ,6,1,1,50,0,0.1,0.3,58459421.5
S,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0,0.28,0.5,108471371.5
S,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0,0.25,0.5,64707721.5
S,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.14,105910100
S,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
S,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.2,0.33,93657746.5
S,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.35,61953471.5
S,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0,0.05,0.1,99798400
S,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
T,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
T,In the wild,mixed release strategy,current range ,1,1,1,100,0.25,0.64,0.9,107322746.5
T,In the wild,mixed release strategy,current range ,1,1,1,50,0.2,0.5,0.8,64653471.5
T,In the wild,focus wild born young,current range ,2,1,1,100,0.3,0.55,0.8,101596046.5
T,In the wild,focus wild born young,current range ,2,1,1,50,0.3,0.5,0.8,60199171.5
T,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.29,0.5,0.86,110541246.5
T,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.5,0.8,64926346.5
T,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.2,0.7,0.95,96964696.5
T,In the wild,focus high quality young leaving,current range ,4,1,1,50,0.2,0.6,0.92,55539446.5
T,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.2,0.7,0.95,103519496.5
T,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.6,0.93,60304771.5
T,In the wild,fledgling release only,current range ,6,1,1,100,0.1,0.34,0.6,99993171.5
T,In the wild,fledgling release only,current range ,6,1,1,50,0.09,0.34,0.6,58459421.5
T,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.1,0.35,0.6,108471371.5
T,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.35,0.6,64707721.5
T,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.35,0.7,105910100
T,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.4,0.6,62855825
T,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.65,0.8,93657746.5
T,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.6,0.7,61953471.5
T,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.15,0.45,0.7,99798400
T,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.14,0.4,0.7,58401525
U,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
U,In the wild,mixed release strategy,current range ,1,1,1,100,0.4,0.5,0.9,107322746.5
U,In the wild,mixed release strategy,current range ,1,1,1,50,0,0.1,0.2,64653471.5
U,In the wild,focus wild born young,current range ,2,1,1,100,0.4,0.6,0.8,101596046.5
U,In the wild,focus wild born young,current range ,2,1,1,50,0,0.1,0.2,60199171.5
U,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.2,0.31,0.5,110541246.5
U,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.1,64926346.5
U,In the wild,focus high quality young leaving,current range ,4,1,1,100,0.3,0.5,0.7,96964696.5
U,In the wild,focus high quality young leaving,current range ,4,1,1,50,0,0.1,0.2,55539446.5
U,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.1,0.24,0.4,103519496.5
U,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.05,0.1,60304771.5
U,In the wild,fledgling release only,current range ,6,1,1,100,0.5,0.65,0.85,99993171.5
U,In the wild,fledgling release only,current range ,6,1,1,50,0.2,0.35,0.5,58459421.5
U,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.1,0.4,0.7,108471371.5
U,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.05,0.25,0.5,64707721.5
U,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.2,0.34,0.5,105910100
U,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
U,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.35,0.5,NA,93657746.5
U,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.2,61953471.5
U,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.2,0.35,0.5,99798400
U,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
V,In the wild,No action + no captive population,no action,0,0,0,0,0.12,0.2,0.26,0
V,In the wild,mixed release strategy,current range ,1,1,1,100,0.05,0.12,0.2,107322746.5
V,In the wild,mixed release strategy,current range ,1,1,1,50,0.08,0.13,0.2,64653471.5
V,In the wild,focus wild born young,current range ,2,1,1,100,0.15,0.25,0.35,101596046.5
V,In the wild,focus wild born young,current range ,2,1,1,50,NA,NA,NA,60199171.5
V,In the wild,focus wild born young + mainland release,current range ,3,1,1,100,0.25,0.4,0.86,110541246.5
V,In the wild,focus wild born young + mainland release,current range ,3,1,1,50,0.15,0.35,0.7,64926346.5
V,In the wild,focus high quality young leaving,current range ,4,1,1,100,NA,NA,NA,96964696.5
V,In the wild,focus high quality young leaving,current range ,4,1,1,50,NA,NA,NA,55539446.5
V,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,100,NA,NA,NA,103519496.5
V,In the wild,focus high quality young leaving + mainland release,current range ,5,1,1,50,NA,NA,NA,60304771.5
V,In the wild,fledgling release only,current range ,6,1,1,100,NA,NA,NA,99993171.5
V,In the wild,fledgling release only,current range ,6,1,1,50,NA,NA,NA,58459421.5
V,In the wild,fledgling release + mainland release,current range ,7,1,1,100,0.5,0.7,0.91,108471371.5
V,In the wild,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.6,0.9,64707721.5
V,In the wild,mixed release strategy w/out fire,current range ,8,0,1,100,0.1,0.2,0.3,105910100
V,In the wild,mixed release strategy w/out fire,current range ,8,0,1,50,0.05,0.15,0.25,62855825
V,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,100,NA,NA,NA,93657746.5
V,In the wild,mixed release strategy w/out PBFV,current range ,9,1,0,50,NA,NA,NA,61953471.5
V,In the wild,focus wild born young w/out fire,current range ,10,0,1,100,0.15,0.25,0.35,99798400
V,In the wild,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.2,0.3,58401525
A,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
B,In the wild,No action + no captive population,no action,0,0,0,0,0,0.1,0.3,0
C,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
D,In the wild,No action + no captive population,no action,0,0,0,0,0.1,0.3,0.5,0
E,In the wild,No action + no captive population,no action,0,0,0,0,0.2,0.45,0.5,0
F,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0.05,0
G,In the wild,No action + no captive population,no action,0,0,0,0,NA,NA,NA,0
H,In the wild,No action + no captive population,no action,0,0,0,0,0,0.01,0.02,0
I,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
J,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
K,In the wild,No action + no captive population,no action,0,0,0,0,0,0.1,0.2,0
L,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
M,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0.05,0
N,In the wild,No action + no captive population,no action,0,0,0,0,0,0.2,0.5,0
O,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
P,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.05,0
Q,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
R,In the wild,No action + no captive population,no action,0,0,0,0,0,0.05,0.2,0
S,In the wild,No action + no captive population,no action,0,0,0,0,0,0,0,0
T,In the wild,No action + no captive population,no action,0,0,0,0,0,0.25,0.5,0
U,In the wild,No action + no captive population,no action,0,0,0,0,0.4,0.5,0.7,0
V,In the wild,No action + no captive population,no action,0,0,0,0,0.05,0.1,0.2,0
